Kod,Ders,Öğretim Yöntemi,Eğitmen,Gün,Saat,Bina,Bölüm Sınırlaması,CRN
ELK 458E,Electrical Engineering Project,Fiziksel,Suat İlhan,Monday,08:30/11:29,EEB / 5305,"ELK_LS, ELKE_LS",21792
ELK 458E,Electrical Engineering Project,Fiziksel,Derya Ahmet Kocabaş,Monday,08:30/11:29,EEB / 5307,"ELK_LS, ELKE_LS",21793
ELK 458E,Electrical Engineering Project,Fiziksel,Emre Özer,Monday,08:30/11:29,EEB / 5205,"ELK_LS, ELKE_LS",21794
ELK 458E,Electrical Engineering Project,Fiziksel,Lale Erdem Atılgan,Monday,08:30/11:29,EEB / 5201,"ELK_LS, ELKE_LS",21795
ELK 463E,Overvolt. & Insulation Coord.,Fiziksel,Suat İlhan,Monday,12:30/15:29,EEB / 5201,"EEE_LS, ELK_LS, ELKE_LS",23595
ELK 464,Elk. Tesislerinde Koruma Tek.,Fiziksel,Hatice Lale Zeynelgil,Wednesday,12:30/15:29,EEB / 5305,ELK_LS,21797
ELK 472E,Renewable Energy Systems,Fiziksel,Deniz Yıldırım,Thursday,12:30/15:29,EEB / 5307,"EEE_LS, ELK_LS, ELKE_LS, KOM_LS, KOME_LS, ROS_LS, ROSE_LS",21798
ELK 474E,Power Syst. Contr. & Commun.,Fiziksel,Cavit Fatih Küçüktezcan,Friday,08:30/11:29,EEB / 5307,"EEE_LS, ELK_LS, ELKE_LS",21799
ELK 488,Elektrikli Sürücü Sistemleri,Fiziksel,Murat İmeryüz,Thursday,08:30/11:29,EEB / 5301,ELK_LS,21801
ELK 488E,Electric Drive Systems,Fiziksel,Derya Ahmet Kocabaş,Thursday,08:30/11:29,EEB / 5305,"EEE_LS, ELK_LS, ELKE_LS, KOM_LS, KOME_LS",21802
ELK 4901,Elektrik Müh. Tasarımı I,Fiziksel,Mustafa Bağrıyanık,-,-/-,- / -,ELK_LS,21807
ELK 4901E,Electrical Eng. Design I,Fiziksel,Mustafa Bağrıyanık,-,-/-,- / -,"ELK_LS, ELKE_LS",21810
ELK 4902,Elektrik Müh. Tasarımı II,Fiziksel,Mustafa Bağrıyanık,-,-/-,- / -,ELK_LS,21813
ELK 492,Bitirme Tasarım Projesi,Fiziksel,Mustafa Bağrıyanık,-,-/-,- / -,ELK_LS,21811
ELK 492E,Graduation Design Project,Fiziksel,Mustafa Bağrıyanık,-,-/-,- / -,"ELK_LS, ELKE_LS",21816
ELK 493E,Lighting Tech.&Photometry Lab.,Fiziksel,Lale Erdem Atılgan,Tuesday,12:30/15:29,EEB / 5301,"ELK_LS, ELKE_LS",21803
ELK 496E,Power Syst. Dyn. & Stability,Fiziksel,Veysel Murat İstemihan Genç,Friday,09:30/12:29,EEB / 5301,"EEE_LS, ELK_LS, ELKE_LS",21805
END 112E,Intr. to Manufacturing Systems,Fiziksel,Vehbi Tufan Koç,Thursday,09:30/12:29,MSB / --,"END_LS, ENDE_LS",23765
END 112E,Intr. to Manufacturing Systems,Fiziksel,Vehbi Tufan Koç,Thursday,14:30/17:29,MSB / --,"END_LS, ENDE_LS",23767
END 201E,Industrial Engineering Applications in Python,Online,Ömer Faruk Beyca,Thursday,14:30/17:29,MSB / --,"END_LS, ENDE_LS",23768
END 210,End. Müh.için Doğrusal Cebir,Fiziksel,Cafer Erhan Bozdağ,Friday,09:30/12:29,MSB / --,END_LS,24751
END 210E,Linear Algebra for Indust.Eng.,Fiziksel,Erkan Işıklı,Friday,09:30/12:29,MSB / --,ENDE_LS,23775
END 232,İşbilim,Fiziksel,Ayşe Elvan Bayraktaroğlu,Monday,14:30/17:29,MSB / --,END_LS,23776
END 232E,Ergonomics,Fiziksel,Fethi Çalışır,Wednesday,09:30/12:29,MSB / --,ENDE_LS,23777
END 308,Kalite Mühendisliği,Fiziksel,Hüsnü Bülent Cerit,Thursday,09:30/11:29,MSB / --,END_LS,23778
END 308E,Quality Engineering,Fiziksel,Seda Yanık Özbay,Thursday,10:30/12:29,MSB / --,ENDE_LS,23779
END 311,İstatistik,Fiziksel,Cengiz Kahraman,Tuesday,09:30/12:29,MSB / --,END_LS,23780
END 311E,Statistics,Fiziksel,Seda Yanık Özbay,Tuesday,09:30/12:29,MSB / --,ENDE_LS,23781
END 312,Mühendislik Ekonomisi,Fiziksel,Cengiz Kahraman,Monday,09:30/12:29,MSB / --,END_LS,23782
END 312E,Engineering Economics,Fiziksel,Kenan Mengüç,Friday,14:30/17:29,MSB / --,ENDE_LS,23783
END 318,Sistem Dinamiği,Fiziksel,Cafer Erhan Bozdağ,Friday,14:30/17:29,MSB / --,END_LS,23784
END 322,Sistem Simülasyonu,Fiziksel,Cafer Erhan Bozdağ,Tuesday,14:30/17:29,MSB / --,END_LS,23785
END 322E,System Simulation,Fiziksel,Emine Yaylalı,Tuesday,14:30/17:29,MSB / --,ENDE_LS,23787
END 331,Yöneylem Araştırması I,Fiziksel,Özgür Kabak,Wednesday,09:30/12:29,MSB / --,END_LS,23788
END 331E,Operations Research I,Fiziksel,Hatice Tekiner Moğulkoç,Friday,09:30/12:29,MSB / --,ENDE_LS,23790
END 332E,Operations Research II,Fiziksel,Tuğberk Tunçinan,Wednesday,09:30/12:29,MSB / --,"END_LS, ENDE_LS",23791
END 339,Proje Yönetimi,Fiziksel,Ayberk Soyer,Wednesday,09:30/12:29,MSB / --,END_LS,23792
END 339E,Project Management,Fiziksel,Murat Durucu,Friday,09:30/12:29,MSB / --,"ENDE_LS, IND_LS",23793
END 341E,Work Analysis and Design,Fiziksel,Fethi Çalışır,Tuesday,09:30/12:29,MSB / --,"END_LS, ENDE_LS",23794
END 344,Davranış Bilimleri,Fiziksel,Cahit Ali Bayraktar,Monday,14:30/17:29,MSB / --,END_LS,23796
END 364,İş Psikolojisi,Fiziksel,Salim Atay,Wednesday,09:30/12:29,MSB / --,END_LS,23797
END 374,Rekabet Yönetimi,Fiziksel,Cahit Ali Bayraktar,Monday,09:30/12:29,MSB / --,END_LS,23799
END 382,Üretim Yöntemleri,Fiziksel,Hüsnü Bülent Cerit,Monday,14:30/17:29,MSB / --,END_LS,23800
END 382E,Production Methods,Fiziksel,Esra Baş,Thursday,14:30/17:29,MSB / --,"ENDE_LS, IND_LS",23802
END 412,İnsan Kaynakları Yönetiminin Temelleri,Fiziksel,Cemil Ceylan,Thursday,14:30/17:29,MSB / --,END_LS,23804
END 412,İnsan Kaynakları Yönetiminin Temelleri,Fiziksel,Seçkin Polat,Tuesday,14:30/17:29,MSB / --,END_LS,23806
END 412E,Human Resource Management,Fiziksel,Gaye Karaçay Aydın,Thursday,14:30/17:29,MSB / --,"ENDE_LS, IND_LS",23808
END 421E,Production Planning&Control,Fiziksel,Şule Itır Satoğlu,Friday,09:30/12:29,MSB / --,"END_LS, ENDE_LS",23810
END 424E,Financial Management,Fiziksel,Alp Üstündağ,Thursday,09:30/12:29,MSB / --,"END_LS, ENDE_LS, IND_LS",23811
END 426,Kurumsal Kaynakların Planlanması,Fiziksel,Emre Çevikcan,Monday,09:30/12:29,MSB / --,"END_LS, ISL_LS, ISLE_LS",23812
END 432E,Facility Layout,Fiziksel,Ufuk Cebeci,Monday,14:30/17:29,MSB / --,"ENDE_LS, IMLE_LS, IND_LS",23813
END 434,Stratejik Yönetimin Temelleri,Fiziksel,Cahit Ali Bayraktar,Thursday,14:30/17:29,MSB / --,END_LS,23815
END 439E,Neural Network Mod.in Ind.Sys.,Fiziksel,Muammer Altan Çakır,Tuesday,09:30/12:29,MSB / --,"END_LS, ENDE_LS, IND_LS",23817
END 441,Endüstri Mühendisliği Projesi,Fiziksel,Şule Itır Satoğlu,Monday | Tuesday,17:30/18:29 | 17:30/18:29,MSB / MSB / -- / --,END_LS,23820
END 441E,Industrial Engineering Project,Fiziksel,Şule Itır Satoğlu,Wednesday | Thursday,17:30/18:29 | 17:30/18:29,MSB / MSB / -- / --,"END_LS, ENDE_LS",23842
END 443E,Business Planning & Innovation,Fiziksel,Çiğdem Kadaifçi Yanmaz,Friday,14:30/17:29,MSB / --,"ECNE_LS, END_LS, ENDE_LS, IND_LS",23847
END 452,Satınalma Yönetimi,Fiziksel,Murat Baskak,Thursday,14:30/17:29,MSB / --,END_LS,23846
END 456E,Analytical Credit Risk Management,Fiziksel,Mustafa Ceran,Wednesday,09:30/12:29,MSB / --,"END_LS, ENDE_LS, IND_LS",23849
END 460E,Human-Centered Artificial Intelligence,Fiziksel,Çiğdem Altın Gümüşsoy,Wednesday,09:30/12:29,MSB / --,"END_LS, ENDE_LS",23852
END 472E,Advanced Spreadsheet Modeling,Fiziksel,Murat Durucu,Friday,14:30/17:29,MSB / --,"END_LS, ENDE_LS, IND_LS",23854
END 478E,Applied Optimization Models,Fiziksel,Burhaneddin Sandıkçı,Tuesday,09:30/12:29,MSB / --,"END_LS, ENDE_LS, IND_LS",23855
END 480E,Reliability Engineering,Fiziksel,Esra Baş,Thursday,09:30/12:29,MSB / --,"END_LS, ENDE_LS, IND_LS",23908
END 482E,Supply Chain Management,Fiziksel,Şeyda Serdar Asan,Monday,09:30/12:29,MSB / --,"ENDE_LS, IND_LS",23912
END 484E,Financial Systems and Banking,Fiziksel,Adil Döşeyen,Tuesday,14:30/17:29,MSB / --,"END_LS, ENDE_LS",24111
END 488,ERP Süreçleri ve Kurulumu,Fiziksel,Cemil Ceylan,Tuesday,14:30/17:29,MSB / --,END_LS,23914
END 4901,Endüstri Müh. Tasarımı I,Fiziksel,Şule Itır Satoğlu,-,-/-,- / -,END_LS,23917
END 4901E,Industrial Engin. Design I,Fiziksel,Şule Itır Satoğlu,-,-/-,- / -,"END_LS, ENDE_LS, IND_LS",23918
END 4902,Endüstri Müh. Tasarımı II,Fiziksel,Şule Itır Satoğlu,-,-/-,- / -,END_LS,23919
END 4902E,Industrial Engin. Design II,Fiziksel,Şule Itır Satoğlu,-,-/-,- / -,"END_LS, ENDE_LS, IND_LS",23921
END 492,Bitirme Çalışması,Fiziksel,Şule Itır Satoğlu,-,-/-,- / -,END_LS,23923
END 492E,Graduation Thesis,Fiziksel,Şule Itır Satoğlu,-,-/-,- / -,"END_LS, ENDE_LS",23925
ENT 211E,Industrial Design Studio,Fiziksel,Özge Çelikoğlu,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24418
ENT 212E,Society&Sustain. in Ind.Design,Fiziksel,Çiğdem Kaya,Tuesday,08:30/12:29,MMB / --,"ENT_YD, ENTE_LS",24421
ENT 230E,Parametric Solid Model.&Design,Fiziksel,Cemal İrfan Çalışkan,Tuesday,08:30/11:29,MMB / --,"ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24502
ENT 237E,Structure in Industrial Design,Fiziksel,Demet Günal Ertaş,Thursday,08:30/11:29,MMB / --,"ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24786
ENT 334E,Design and Form,Fiziksel,Aysun Ateş Akdeniz,Thursday,13:30/16:29,MMB / --,"ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS, ICM_LS",24510
ENT 354E,Emotional Design,Fiziksel,Pelin Efilti,Thursday,13:30/16:29,MMB / --,"ARC_LS, ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24513
ENT 356E,Color in Design,Fiziksel,Hatice Kübra Yıldız,Thursday,13:30/16:29,MMB / --,"ARC_LS, ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24514
ENT 433E,Street Furniture,Fiziksel,Seçil Şatır,Friday,09:30/12:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24516
ENT 434E,Seeing in Design,Fiziksel,Seçil Şatır,Thursday,13:30/16:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24711
ENT 436E,Visualization Techniques,Fiziksel,Nazım Erdem Aykam,Monday,09:30/12:29,MMB / --,"ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24790
ENT 446E,Multimedia Design Studio,Fiziksel,Ahmet Hamurcu,Thursday,09:30/12:29,MMB / --,"ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24519
ENT 453E,Basic Princip. of Yacht Dsgn,Fiziksel,Layıka Ney Ece Arıburun Kırca,Tuesday,09:30/12:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS, GEM_LS",24712
ENT 475E,Intro. to Automotive Design,Fiziksel,Ekrem Cem Alppay,Thursday,13:30/16:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24521
ESL 101,English I,Fiziksel,Gürcan Öztürk,Friday,08:30/11:29,MED / --,SIS_LS,24766
ESL 102,English II,Fiziksel,Aslıhan Zengin,Friday,08:30/11:29,MED / --,SIS_LS,24765
ETK 101,Mühendislik Etiği,Fiziksel,Türker Hüdaverdi,Wednesday,13:30/14:29,MDB / --,"JEF_LS, MAD_LS",22324
ETK 101,Mühendislik Etiği,Fiziksel,Yüksel Örgün Tutay,Wednesday,08:30/09:29,MDB / --,JEO_LS,22576
ETK 101,Mühendislik Etiği,Fiziksel,Ahmet Duran Şahin,Monday,14:30/15:29,MEDC / ZA2,"IBM_LS, MTO_LS",23254
ETK 101E,Engineering Ethics,Fiziksel,Amr Abdelnasser Alı Khalıl,Wednesday,08:30/09:29,MDB / --,"JEO_LS, JEOE_LS",22578
ETK 101E,Engineering Ethics,Fiziksel,İbrahim Metin Mıhçakan,Wednesday,13:30/14:29,MDB / --,"PET_LS, PETE_LS",22780
EUT 108E,Materials&Manufacturing Meth.,Fiziksel,Cemal İrfan Çalışkan,Thursday,13:30/17:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24411
EUT 108E,Materials&Manufacturing Meth.,Fiziksel,Demet Günal Ertaş,Thursday,13:30/17:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24412
EUT 126E,Materials in Design,Fiziksel,Layıka Ney Ece Arıburun Kırca,Thursday,13:30/17:29,MMB / --,"ENTE_LS, EUT_LS, EUTE_LS",24414
EUT 138E,Design Theories and Methods,Fiziksel,Pelin Efilti,Monday,13:30/16:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24416
EUT 220E,Industrial Design Studio I,Fiziksel,Aysun Ateş Akdeniz,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24424
EUT 220E,Industrial Design Studio I,Fiziksel,Ahmet Hamurcu,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24425
EUT 220E,Industrial Design Studio I,Fiziksel,Yağmur Gizem Avcı,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24498
EUT 220E,Industrial Design Studio I,Fiziksel,Pelin Öztürk,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24500
EUT 240E,Model Making II,Fiziksel,Kenan Dönmez,Friday,09:30/12:29,MMB / EUT / ATELYE,"ENT_LS, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24789
EUT 246E,History of Design I,Fiziksel,Meltem Maralcan Gülmen,Friday,10:30/12:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24504
EUT 272E,Human Factors inProduct Design,Fiziksel,Ekrem Cem Alppay,Monday,09:30/12:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24505
EUT 319E,Industrial Design Studio II,Fiziksel,Cemal İrfan Çalışkan,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24506
EUT 320E,Industrial Design Studio III,Fiziksel,Koray Gelmez,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24507
EUT 320E,Industrial Design Studio III,Fiziksel,Elif Küçüksayraç,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24508
EUT 320E,Industrial Design Studio III,Fiziksel,Layıka Ney Ece Arıburun Kırca,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24509
EUT 342E,Law and Legal Issues in Design,Fiziksel,Ekrem Cem Alppay,Monday,13:30/16:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24511
EUT 352E,Strategic Design & Management,Fiziksel,Elif Küçüksayraç,Thursday,08:30/12:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24512
EUT 419E,Industrial Design Studio IV,Fiziksel,Demet Günal Ertaş,Tuesday | Friday,13:30/17:29 | 14:00/17:59,MMB / MMB / -- / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24515
EUT 439E,Professional Practice in Design,Fiziksel,Koray Gelmez,Monday,13:30/16:29,MMB / --,"ENT_LS, ENT_YD, ENTE_LS, EUT_LS, EUT_YD, EUTE_LS",24518
EUT 4902E,Graduation Project,Fiziksel,Ahmet Hamurcu,-,-/-,- / -,"ENT_LS, ENTE_LS, EUTE_LS",24523
EUT 492,Bitirme Çalışması,Fiziksel,Ahmet Hamurcu,-,-/-,- / -,EUT_LS,24522
FIZ 101,Fizik I,Fiziksel,-,Tuesday,08:30/11:29,MED / A35,"BLG_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, INS_LS, ISL_LS, JEO_LS, KMM_LS, KMM_YD, KOM_LS, MAT_LS, MET_LS, MTO_LS, ROS_LS, TEL_LS, UCK_LS, UCK_YD",20073
FIZ 101,Fizik I,Fiziksel,-,Thursday,14:30/17:29,MED / A34,"BLG_LS, DUI_LS, EHB_LS, ELE_LS, ELH_LS, ELK_LS, END_LS, GEO_LS, GID_LS, GMI_LS, HTA_LS, IBM_LS, INS_LS, ISL_LS, JEO_LS, KMM_LS, KMM_YD, KOM_LS, MAT_LS, MET_LS, MTO_LS, ROS_LS, TEL_LS, UCK_LS, UCK_YD",20074
FIZ 101E,Physics I,Fiziksel,-,Monday,14:30/17:29,MED / A33,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20075
FIZ 101E,Physics I,Fiziksel,-,Tuesday,08:30/11:29,MED / --,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20076
FIZ 101E,Physics I,Fiziksel,-,Tuesday,08:30/11:29,MED / A36,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20077
FIZ 101E,Physics I,Fiziksel,-,Tuesday,08:30/11:29,MED / A11,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20078
FIZ 101E,Physics I,Fiziksel,-,Wednesday,08:30/11:29,MED / --,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20079
FIZ 101E,Physics I,Fiziksel,-,Wednesday,08:30/11:29,MED / A13,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20080
FIZ 101E,Physics I,Fiziksel,-,Wednesday,08:30/11:29,MED / A14,"BIO_LS, BIOE_LS, BLG_LS, BLGE_LS, CEV_LS, CEVE_LS, CHZ_LS, CHZE_LS, DEN_LS, DENE_LS, DUI_LS, DUIE_LS, EHB_LS, EHBE_LS, ELE_LS, ELH_LS, ELK_LS, ELKE_LS, END_LS, ENDE_LS, ENTE_LS, EUT_LS, EUTE_LS, FIZ_YD, GEM_LS, GEME_LS, GEO_LS, GEOE_LS, GID_LS, GIDE_LS, GMI_LS, GMIE_LS, HTA_LS, HTAE_LS, IBM_LS, IML_LS, IMLE_LS, INS_LS, INSE_LS, ISL_LS, ISLE_LS, JEF_LS, JEFE_LS, JEO_LS, JEOE_LS, KIM_LS, KIME_LS, KMM_LS, KMM_YD, KMME_LS, KOM_LS, KOME_LS, MAD_LS, MADE_LS, MAK_LS, MAK_YD, MAKE_LS, MAT_LS, MATE_LS, MET_LS, METE_LS, MTO_LS, MTOE_LS, PET_LS, PETE_LS, ROS_LS, ROSE_LS, SECE_LS, TEK_LS, TEKE_LS, TEL_LS, UCK_LS, UCK_YD, UZB_LS, UZB_YD, UZBE_LS, YZVE_LS",20081
